run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
72,0.04,reordered,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1774.04,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
73,0.04,reordered,3,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1670.67,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
74,0.04,reordered,4,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1739.35,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
75,0.04,reordered,5,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1594.12,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
76,0.04,reordered,6,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1767.23,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
77,0.04,reordered,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1594.28,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
78,0.04,reordered,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1690.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
79,0.04,reordered,9,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,762.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
80,0.04,reordered,10,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1702.21,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
81,0.07,baseline,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1640.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
82,0.07,baseline,2,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1739.38,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
83,0.07,baseline,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1665.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
84,0.07,baseline,4,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1498.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
85,0.07,baseline,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1652.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
86,0.07,baseline,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1796.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
87,0.07,baseline,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1711.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
88,0.07,baseline,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1685.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
89,0.07,baseline,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1568.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
90,0.07,baseline,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1774.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
91,0.07,verbose,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1640.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
92,0.07,verbose,2,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1739.38,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
93,0.07,verbose,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1665.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
94,0.07,verbose,4,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1498.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
95,0.07,verbose,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1652.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
96,0.07,verbose,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1796.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
97,0.07,verbose,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1711.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
98,0.07,verbose,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1685.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
99,0.07,verbose,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1568.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
100,0.07,verbose,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1774.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
101,0.07,concise,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1640.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
102,0.07,concise,2,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1739.38,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
103,0.07,concise,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1665.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
104,0.07,concise,4,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1498.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
105,0.07,concise,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1652.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
106,0.07,concise,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1796.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
107,0.07,concise,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1711.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
108,0.07,concise,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1685.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
109,0.07,concise,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1568.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
110,0.07,concise,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1774.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
111,0.07,reordered,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1640.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
112,0.07,reordered,2,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1739.38,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
113,0.07,reordered,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1665.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
114,0.07,reordered,4,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1498.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
115,0.07,reordered,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1652.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
116,0.07,reordered,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1796.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_52']",success
117,0.07,reordered,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1711.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
118,0.07,reordered,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1685.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
119,0.07,reordered,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1568.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
120,0.07,reordered,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1774.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_52']",success
121,0.1,baseline,1,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,829.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
122,0.1,baseline,2,openai/gpt-4o-mini,drop_rows,14.0,False,rolling_4_mean,828.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
123,0.1,baseline,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1870.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
124,0.1,baseline,4,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,792.29,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
125,0.1,baseline,5,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,785.81,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
126,0.1,baseline,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1870.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
127,0.1,baseline,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1738.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
128,0.1,baseline,8,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,750.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
129,0.1,baseline,9,openai/gpt-4o-mini,drop_rows,15.0,False,lag_1,762.54,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_12', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'category_Electronics']",success
130,0.1,baseline,10,openai/gpt-4o-mini,drop_rows,14.0,False,lag_1,807.03,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'category_Electronics']",success
131,0.1,verbose,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1648.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
132,0.1,verbose,2,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1757.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
133,0.1,verbose,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1870.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
134,0.1,verbose,4,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1832.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
135,0.1,verbose,5,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1626.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
136,0.1,verbose,6,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1870.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
137,0.1,verbose,7,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1738.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
138,0.1,verbose,8,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1730.79,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
139,0.1,verbose,9,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1519.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'rolling_13_mean']",success
140,0.1,verbose,10,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1637.92,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
141,0.1,concise,1,openai/gpt-4o-mini,drop_rows,15.0,True,rolling_4_mean,1648.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
142,0.1,concise,2,openai/gpt-4o-mini,drop_rows,15.0,False,rolling_4_mean,846.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'rolling_4_mean', 'rolling_13_mean']","['rolling_4_mean', 'lag_1', 'lag_4']",success
143,0.1,concise,3,openai/gpt-4o-mini,drop_rows,15.0,True,lag_1,1870.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
