run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
64,0.04,concise,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1649.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
65,0.04,concise,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1612.12,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'lag_52', 'rolling_4_mean']",success
66,0.04,concise,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1882.13,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
67,0.04,concise,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1669.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
68,0.04,concise,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1596.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
69,0.04,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1674.65,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
70,0.04,concise,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1664.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
71,0.04,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1627.35,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
72,0.04,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1800.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
73,0.04,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_52,1485.62,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_52', 'lag_1', 'rolling_4_mean']",success
74,0.04,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1670.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
75,0.04,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1594.9,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'lag_52', 'rolling_4_mean']",success
76,0.04,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1856.63,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
77,0.04,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1685.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
78,0.04,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1603.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
79,0.04,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1599.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
80,0.04,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1630.11,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
81,0.07,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1688.54,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
82,0.07,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1893.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
83,0.07,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1640.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
84,0.07,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1565.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
85,0.07,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1661.29,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
86,0.07,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1971.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
87,0.07,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1716.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
88,0.07,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1615.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
89,0.07,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1597.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
90,0.07,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2006.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
91,0.07,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1702.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
92,0.07,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1892.38,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
93,0.07,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1640.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
94,0.07,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1580.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'lag_4']",success
95,0.07,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1649.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_52_mean', 'rolling_4_mean']",success
96,0.07,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1971.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
97,0.07,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1690.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
98,0.07,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1615.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
99,0.07,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1600.71,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
100,0.07,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2006.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
101,0.07,concise,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1673.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
102,0.07,concise,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1893.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
103,0.07,concise,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1662.67,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
104,0.07,concise,4,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1499.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
105,0.07,concise,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1661.29,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
106,0.07,concise,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1959.03,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
107,0.07,concise,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1710.3,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
108,0.07,concise,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1659.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
109,0.07,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1597.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
110,0.07,concise,10,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1843.62,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
111,0.07,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1687.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
112,0.07,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1893.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
113,0.07,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1607.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
114,0.07,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1569.71,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
115,0.07,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1651.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
116,0.07,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1971.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
117,0.07,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1716.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
118,0.07,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1619.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
119,0.07,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1600.71,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
120,0.07,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2006.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
121,0.1,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,873.27,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
122,0.1,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,16,False,lag_1,842.57,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
123,0.1,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1790.28,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
124,0.1,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,792.42,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
125,0.1,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1764.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
